name,cas,chemcode,species,td50_log_min,td50_min,td50_log_mean,td50_mean,td50_log_median,td50_median,td50_harmonic,td50_log_harmonic,smiles,carc_class_multi,carc_class
NITROSO-5-METHYLOXAZOLIDONE,79624-33-2,nmx,h,-0.7644715530924511,0.172,-0.7644715530924511,0.172,-0.7644715530924511,0.172,0.172,0.1587116911548208,CC1CN(N=O)C(=O)O1,4.0,1.0
N-NITROSO-N-METHYLDECYLAMINE,75881-22-0,nmy,r,0.10037054511756291,1.26,4.943624351677448,1.25e+30,1.5122058869415613,34.65,7.337424290560638,2.544412863627491,CCCCCCCCCCN(C)N=O,4.0,1.0
N'-NITROSONORNICOTINE,53759-22-1,nnc,h,-1.0190880622231564,0.0957,6.716497918896927,2e+30,1.0606978403536116,11.5,0.4688515216952921,0.41502471594450274,O=NN1CCCC1c1cccnc1,4.0,1.0
N-PENTYL-N'-NITRO-N-NITROSOGUANIDINE,13010-10-1,nng,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCCCCN(N=O)C(N)=N[N+](=O)[O-],0.0,0.0
N-NITROSO-3-HYDROXYPYRROLIDINE,56222-35-6,nnh,r,0.8836614351536176,7.65,0.8963411446823868,7.88,0.8963411446823868,7.88,7.8732868020304565,2.1831586347016727,O=NN1CCC(O)C1,4.0,1.0
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-(BUTANONE),64091-91-4,nnk,r,-1.1624115617644888,0.0688,6.43740822238097,2.083333333333333e+30,0.19223047191224607,1.56,0.476909227095477,0.4099458388004672,CN(CCCC(=O)c1cccnc1)N=O,4.0,1.0
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-BUTANOL,76014-81-8,nnl,r,-0.9871627752948278,0.103,2.8626802353525473,9.090909090909091e+29,0.13987908640123647,1.38,0.5939141156435823,0.4823388022777388,CN(CCCC(O)c1cccnc1)N=O,4.0,1.0
METHYLNITRAMINE,598-57-2,nnm,r,1.0969100130080565,12.5,1.5368412877408923,52.616666666666674,1.52888248440384,34.25,25.072472133537936,3.389427403356656,NC[N+](=O)[O-],3.0,1.0
N-METHYL-N'-NITRO-N-NITROSOGUANIDINE,70-25-7,nnn,r,-0.7495799976911061,0.178,5.925968095934359,1.6902816901408445e+30,0.43456890403419873,2.72,1.492551103020602,1.0037198698929257,CN(N=O)C(N)=N[N+](=O)[O-],4.0,1.0
N-NITROSO-N-METHYLUREA,684-93-5,nnt,r,-1.032920265855503,0.0927,1.873335176638624,2.7777777777777776e+29,1.0428236441484282,11.05,1.8649773536508822,1.1893516837271685,CN(N=O)C(N)=O,4.0,1.0
NITROSO-2-OXOPROPYLETHANOLAMINE,92177-49-6,noa,r,-0.0013048416883442813,0.997,0.5489400528035699,5.735181818181818,0.43136376415898736,2.7,2.72726394992606,1.343622159807813,O=NC(=O)CCNCCO,4.0,1.0
N-NITROSOBIS(2-OXOPROPYL)AMINE,60599-38-4,noe,r,-1.0021769192542744,0.0995,1.189555771154131,3.7037037037037035e+29,0.08990511143939793,1.23,0.6376060607980674,0.5043541449330432,CC(=O)CN(CC(C)=O)N=O,4.0,1.0
NITROGEN DIOXIDE,10102-44-0,noo,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=[N+][O-],0.0,0.0
4-NITROSOMETHYLAMINOPYRIDINE,16219-99-1,nop,r,1.4281347940287887,26.8,23.6070336985072,7.5e+30,31.0,1e+31,107.2,11.669390307461244,CN(N=O)c1ccncc1,1.0,0.0
NORETHYNODREL,68-23-5,nor,m,0.3283796034387377,2.13,21.00324351592695,6.666666666666666e+30,31.0,1e+31,12.248643373023619,5.050808751108622,C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,3.0,1.0
NITRIC OXIDE,10102-43-9,nox,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,N=O,0.0,0.0
"N-NITROSO-1,3-OXAZOLIDINE",39884-52-1,noz,h,-0.5734887386354247,0.267,4.5833794788776805,1.4285714285714286e+30,0.41664050733828095,2.61,0.902860136532637,0.6831807137107396,O=NN1CCOC1,4.0,1.0
NITROSOPIPECOLIC ACID,4515-18-8,npa,r,0.5820633629117087,3.82,15.820040977133775,5e+30,15.849050272811695,5e+30,8.65461975028377,3.272066674330704,O=NN1CCCCC1C(=O)O,3.0,1.0
N-NITROSOEPHEDRINE,17608-59-2,npd,r,1.6020599913279623,40.0,2.217444230106886,244.86666666666667,2.238169410124883,177.5,113.43371861004456,4.956881503863525,CC(C(O)c1ccccc1)N(C)N=O,3.0,1.0
NITROSO-N-METHYL-N-(2-PHENYL)ETHYLAMINE,13256-11-6,npe,r,-2.1034737825104446,0.00788,7.013982953619898,2.5e+30,-0.7351821769904635,0.184,0.04218294715244666,0.0415543046772288,CN(CCc1ccccc1)N=O,4.0,1.0
N-NITROSOAZETIDINE,15216-10-1,nph,h,0.8536982117761743,7.14,8.457260673259738,2.5e+30,0.9876722406313891,9.765,11.53521450446553,2.996134232616142,O=NN1CCC1,3.0,1.0
n-PROPYL ISOME,83-59-0,npi,m,2.5728716022004803,374.0,19.464595934759796,5.833333333333332e+30,31.0,1e+31,2802.2706898501942,15.656461902557423,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3,1.0,0.0
NITROSOPROLINE,7519-36-0,npl,r,0.8254261177678232,6.69,23.456356529441955,7.5e+30,31.0,1e+31,26.760000000000005,7.515355573828751,O=NN1CCCC1C(=O)O,2.0,1.0
"NITROSO-2,3-DIHYDROXYPROPYL-2-OXOPROPYLAMINE",92177-50-9,npp,r,-1.453457336521869,0.0352,-0.1389674588001786,4.831857142857143,-0.09205446447686702,0.8109999999999999,0.13523912361825957,0.12798931489913284,CC(=O)CNCC(O)C(O)N=O,4.0,1.0
1-NITROPYRENE,5522-43-0,npr,r,0.5224442335063199,3.33,4.103729271252147,1e+30,0.9534260039100948,9.629999999999999,8.382647811098993,2.5134222194224223,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,4.0,1.0
"N-NITROSOMETHYL-2,3-DIHYDROXYPROPYLAMINE",86451-37-8,nps,r,-0.29328221766324125,0.509,0.14393227670005,2.4074999999999998,0.08729154458879998,1.245,1.0558633821189773,0.729701391611642,CN(CC(O)CO)N=O,4.0,1.0
2-AMINO-4-(p-NITROPHENYL)THIAZOLE,2104-09-8,npt,m,0.9978230807457255,9.95,15.998911540372863,5e+30,15.998911540372863,5e+30,19.9,4.631390753161851,Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,3.0,1.0
N-NITROSOPYRROLIDINE,930-55-2,npy,h,-0.35753547975787864,0.439,3.3518329810640295,8.695652173913043e+29,0.8736612268381472,7.49,2.0510442167698555,1.2312008403735009,O=NN1CCCC1,4.0,1.0
N-NITROSOPIPERAZINE,5632-47-3,npz,r,0.741151598851785,5.51,8.47246323643366,2.5e+30,1.0743506734414257,14.06,10.494315509315921,2.9321518103247914,O=NN1CCNCC1,3.0,1.0
6-NITROQUINOLINE,613-50-3,nq6,r,2.4265112613645754,267.0,16.713255630682287,5e+30,16.713255630682287,5e+30,534.0,10.369743778034335,O=[N+]([O-])c1ccc2ncccc2c1,1.0,0.0
8-NITROQUINOLINE,607-35-2,nq8,r,0.9800033715837464,9.55,11.149399656028967,3.333333333333333e+30,1.4560365954037078,28.849999999999998,21.86824894964498,4.111690524274638,O=[N+]([O-])c1cccc2cccnc12,3.0,1.0
NITROBENZENE,98-95-3,nrb,m,0.7686381012476144,5.87,12.930472459608243,3.7254901960784304e+30,2.761927838420529,578.0,93.52990563450864,7.089729520226927,O=[N+]([O-])c1ccccc1,2.0,1.0
o-NITROSOTOLUENE,611-23-4,nrt,r,1.705007959333336,50.7,1.960724077095989,112.625,1.875416129645318,75.15,79.1013594554113,4.457918616745082,Cc1ccccc1N=O,3.0,1.0
N-NITROSOPIPERIDINE,100-75-4,nsd,h,-0.0163737128754655,0.963,1.1422541738175007,61.02710810810812,1.0128372247051722,10.3,3.6439509786482147,1.714762588332314,O=NN1CCCCC1,4.0,1.0
N-NITROSOMORPHOLINE,59-89-2,nsm,h,-1.0942041196321315,0.0805,2.2100902159037004,6.451612903225806e+29,0.17026171539495738,1.48,0.5680996159054669,0.4677397279956004,O=NN1CCOCC1,4.0,1.0
NITROUS OXIDE,10024-97-2,nso,m,5.489958479424835,309000.0,26.748326413237475,8.333333333333332e+30,31.0,1e+31,1854000.0,40.226734471010104,[N-]=[N+]=O,0.0,0.0
NITROSOMETHYLUNDECYLAMINE,68107-26-6,nsy,r,0.37474834601010387,2.37,0.6727016361317475,6.590000000000001,0.5024271199844327,3.18,3.6807562429142133,1.5793680587786898,CCCCCCCCCCCN(C)N=O,4.0,1.0
NITRILOTRIACETIC ACID,139-13-9,nta,r,2.3443922736851106,221.0,8.49387373321901,1.9047619047619047e+30,3.3443922736851106,2210.0,1084.8348778067057,8.673265191417126,O=C(O)CN(CC(=O)O)CC(=O)O,2.0,0.0
"N,N'-[6-(5-NITRO-2-FURYL)-s-TRIAZINE-2,4-DIYL]BISACETAMIDE",51325-35-0,ntb,r,1.1072099696478683,12.8,8.67970677005055,2.5e+30,1.305808555277168,21.55,21.7948322888255,3.7829007360495446,CC(=O)Nc1nc(NC(C)=O)nc(-c2ccc([N+](=O)[O-])o2)n1,3.0,1.0
NICOTINIC ACID,59-67-6,ntd,m,4.230448921378274,17000.0,24.307612230344567,7.5e+30,31.0,1e+31,68000.0,27.645869809365813,O=C(O)c1cccnc1,0.0,0.0
"N-NITROSO(2,2,2-TRIFLUOROETHYL)ETHYLAMINE",82018-90-4,nte,r,0.4014005407815441,2.52,10.755698866899204,3.333333333333333e+30,0.8656960599160706,7.34,5.6278296146044635,2.3435805665190053,CCN(CC(F)(F)F)N=O,4.0,1.0
2-NITROFLUORENE,607-57-8,ntf,r,-0.5451551399914898,0.285,0.13489425888080198,1.7710000000000001,0.3222192947339193,2.1,0.8870462301836011,0.6450712810369731,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,4.0,1.0
N-NITROSODIETHANOLAMINE,1116-54-7,ntl,r,0.2787536009528289,1.9,2.38398059344221,2.325581395348837e+29,1.657055852857104,45.4,11.18123606909366,2.976665241929531,O=NN(CCO)CCO,3.0,1.0
N-NITROSOTHIOMORPHOLINE,26541-51-5,ntm,r,0.359835482339888,2.29,9.439184137356952,2.857142857142857e+30,0.8859263398014311,7.69,7.080433796604559,2.5643980770277097,O=NN1CCSCC1,4.0,1.0
N-NITROSODITHIAZINE,114282-83-6,ntn,r,0.7084209001347127,5.11,0.8648050996023253,7.805,0.8648050996023253,7.805,6.874439461883409,2.07910849006434,O=NN1CSCSC1,4.0,1.0
"1-NITROSO-3,4,5-TRIMETHYLPIPERAZINE",75881-18-4,ntp,h,-0.8210230527068306,0.151,11.729216929379566,3.75e+30,0.648069226704361,4.6899999999999995,0.9487171767715339,0.7589478710430814,CC1CN(N=O)CC(C)N1C,4.0,1.0
"N-NITROSO-2,2,4-TRIMETHYL-1,2-DIHYDROQUINOLINE POLYMER",29929-77-9,ntq,r,0.5198279937757188,3.31,0.5198279937757188,3.31,0.5198279937757188,3.31,3.31,1.4609379041156565,CC1=CC(C)(C)N(N=O)c2ccccc21,4.0,1.0
N-NITROSOTHIALDINE,81795-07-5,ntt,r,-0.31605286924848786,0.483,5.341891616659204,1.6666666666666665e+30,0.31441405587111937,2.12,1.5000163314694257,0.983723093978665,CC1SC(C)N(N=O)C(C)S1,4.0,1.0
1-(1-NAPHTHYL)-2-THIOUREA,86-88-4,ntu,m,-0.1549019599857432,0.7,23.306370251499896,7.499999999999997e+30,31.0,1e+31,4.993261342121872,3.18138861649844,NC(=S)Nc1cccc2ccccc12,3.0,1.0
4-(5-NITRO-2-FURYL)THIAZOLE,53757-28-1,ntz,r,0.885361220031512,7.68,8.592130107437123,2.5e+30,1.2415796048584897,17.55,16.28711256117455,3.4370745174643926,O=[N+]([O-])c1ccc(-c2cscn2)o1,3.0,1.0
"NOVADELOX (18% BENZOYL PEROXIDE, 78% CALCIUM SULPHATE, 4% MAGNESIUM CARBONATE)",94-36-0,nvd,m,3.8115750058705933,6480.0,22.000783267370846,6.666666666666666e+30,31.0,1e+31,27469.565217391304,21.933892664897893,O=C(OOC(=O)c1ccccc1)c1ccccc1,0.0,0.0
NIVALENOL,23282-20-4,nvl,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,0.0,0.0
N-VINYLPYRROLIDONE-2,88-12-0,nvp,r,0.29885307640970665,1.99,6.822528345037259,1.875e+30,1.303147678843715,20.1,11.499795072240188,3.066791553925043,C=CN1CCCC1=O,3.0,1.0
NALIDIXIC ACID,389-08-2,nxa,m,2.1398790864012365,138.0,12.453022904007273,3.3333333333333325e+30,3.5998830720736876,3980.0,1041.916551414631,10.139519722502873,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.0,0.0
N-HEXYLNITROSOUREA,18774-85-1,nxy,r,-0.23732143627256383,0.579,12.447116986942351,4e+30,0.3349465387811381,2.165,1.7383313801955032,1.1899658330244345,CCCCCCN(N=O)C(N)=O,4.0,1.0
2-NITROSOMETHYLAMINOPYRIDINE,16219-98-0,nyp,r,-0.6695862266508091,0.214,6.017329621302748,2e+30,-0.1752235375244543,0.668,0.49656374865959807,0.42048145363082184,CN(N=O)c1ccccn1,4.0,1.0
"2-NAPHTHYLAMINO,1-SULFONIC ACID",81-16-3,nys,m,3.69196510276736,4920.0,4.802841939331803,317470.0,4.7884492741958855,194480.0,13010.934778277975,10.604974454215101,Nc1ccc2ccccc2c1S(=O)(=O)O,1.0,0.0
EFONIDIPINE.HCl ETHANOLATE,111011-76-8,nz1,m,2.387389826338729,244.0,19.94756684358998,5.999999999999998e+30,31.0,1e+31,1773.6164623510692,15.955658008747033,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1.CCO.[Cl-].[H+],1.0,0.0
3-NITROSO-2-OXAZOLIDINONE,38347-74-9,nzn,r,-0.47495519296315475,0.335,10.202232193393053,3.333333333333333e+30,-0.03828731566420687,0.9395,0.863981267000141,0.6816708307316252,O=NN1CCOC1=O,4.0,1.0
o-AMINOAZOTOLUENE,97-56-3,oat,m,0.568201724066995,3.7,4.827946730369353,1.25e+30,1.1212707141491922,13.35,9.706205976969052,2.6686533095484473,Cc1cc(N=Nc2ccccc2C)ccc1N,3.0,1.0
N-OXYDIETHYLENEBENZOTHIAZOLE-2-SULFENAMIDE,102-77-2,obs,m,2.3010299956639813,200.0,12.289571682416684,3.333333333333333e+30,3.1035882035475812,1270.0,775.5390334726044,9.392507037550436,c1ccc2sc(SN3CCOCC3)nc2c1,2.0,0.0
OCHRATOXIN A,303-47-9,oca,r,-1.2373214362725637,0.0579,7.0665563116542565,2.2222222222222218e+30,0.4082399653118496,2.56,0.44608400651878033,0.3914588334161421,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.0,1.0
OCTACHLOROSTYRENE,29082-74-4,ocs,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,0.0
1-(2-OXOPROPYL)NITROSO-3-(2-CHLOROETHYL)UREA,110559-85-8,ocu,h,-0.6655462488490691,0.216,8.463902224228452,2.6666666666666665e+30,0.49692964807321494,3.14,1.5001994891385226,1.0316813770141453,CC(=O)CN(N=O)C(=O)NCCCl,4.0,1.0
ESTRADIOL,50-28-2,oes,m,-0.549750891680639,0.282,7.711437558156247,2.5e+30,0.19775056215281298,1.827,0.7974592398877497,0.6300307436538283,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4.0,1.0
"1-O-HEXYL-2,3,5-TRIMETHYLHYDROQUINONE",148081-72-5,oht,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CCCCCCOc1cc(C)c(O)c(C)c1C,0.0,0.0
"OLEATE, SODIUM",143-19-1,ols,r,4.004321373782642,10100.0,15.737568208323077,4.2857142857142854e+30,4.594392550375427,39300.0,29388.977857627804,15.617475440099613,CCCCCCCCC=CCCCCCCCC(=O)[O-].[Na+],1.0,0.0
OLTIPRAZ,64224-21-1,olt,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,Cc1c(-c2cnccn2)ssc1=S,0.0,0.0
OMEPRAZOLE,73590-58-6,omp,m,1.7993405494535817,63.0,16.71213964303094,5e+30,17.02460901133509,5e+30,238.57988165680473,9.735244657653535,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,1.0,0.0
o-PHENYLENEDIAMINE.2HCl,615-28-1,opa,m,2.3944516808262164,248.0,4.89451235200688,7.142857142857143e+29,2.8971031630692425,798.5,627.8536400724256,7.012073963805969,Nc1ccccc1N.[Cl-].[Cl-].[H+].[H+],2.0,1.0
"o,p'-DDD",53-19-0,opd,m,1.5854607295085006,38.5,12.519722078921266,3.571428571428571e+30,2.6431586108435057,440.5,197.0611635302377,7.570863047478851,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,2.0,1.0
o-PHENYLPHENOL,90-43-7,opl,m,1.5490032620257879,35.4,15.325854261089898,4.499999999999999e+30,3.455205469957344,3160.0,250.0682536386898,9.258960921821574,Oc1ccccc1-c1ccccc1,2.0,0.0
2-OXOPROPYLNITROSOUREA,89837-93-4,opu,h,-0.9172146296835499,0.121,11.374926199011204,3.75e+30,0.13267310388751996,2.248,0.3814459509172703,0.3431880950890076,CC(=O)CN(N=O)C(N)=O,4.0,1.0
"OROTIC ACID, MONOSODIUM SALT",154-85-8,oro,r,2.59659709562646,395.0,3.0513997202374963,1402.5,3.097014218676353,1307.5,871.638578080095,6.953137133293289,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.[Na+],2.0,1.0
gamma-ORYZANOL,11042-64-1,ory,r,3.775974331129369,5970.0,23.71027836608566,7.272727272727271e+30,31.0,1e+31,44898.727133026754,26.173806423555483,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,0.0,0.0
"O,S-DIBENZOYL THIAMINE.HCl",35660-60-7,osd,r,3.369215857410143,2340.0,15.456999426597644,4.2857142857142854e+30,4.155336037465061,14300.0,8880.347287440836,13.950002385152624,CC(=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N.[Cl-].[H+],1.0,0.0
1'-OXOSAFROLE,30418-53-2,osf,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,C=CC(=O)c1ccc2c(c1)OCO2,0.0,0.0
OSUTIDINE,140695-21-2,ost,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CNCc1ccc(CSCCNC(=NCC(O)c2ccc(O)cc2)NS(C)(=O)=O)o1,0.0,0.0
N-OXYDIETHYLENE THIOCARBAMYL-N-OXYDIETHYLENE SULFENAMIDE,13752-51-7,ots,r,1.9319661147281726,85.5,6.562490697241515,1.3636363636363636e+30,2.797742599491552,630.5,381.90909760094127,6.958913019468431,S=C(SN1CCOCC1)N1CCOCC1,2.0,1.0
OVULEN,8056-92-6,ovl,m,-0.5228787452803376,0.3,-0.29469572871581606,0.579,-0.29469572871581606,0.579,0.4445595854922279,0.36861616548728887,C#CC1(C(C)=O)CCC2C3CCC4=CC(C(C)=O)CCC4C3CCC21C.C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,4.0,1.0
OXAMYL,23135-22-0,oxl,m,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,CNC(=O)ON=C(SC)C(=O)N(C)C,0.0,0.0
OXOLINIC ACID,14698-29-4,oxo,r,1.7411515988517852,55.1,21.541014423403723,6.666666666666664e+30,31.0,1e+31,544.0762668819394,14.785324113661405,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1.0,0.0
OXPRENOLOL.HCl,6452-73-9,oxp,m,2.6283889300503116,425.0,19.414878883811355,5.833333333333332e+30,31.0,1e+31,2844.7995152792137,15.30712951442385,C=CCOc1ccccc1OCC(O)CNC(C)C.[Cl-].[H+],1.0,0.0
FD & C RED NO. 1,3564-09-8,p3r,r,2.3521825181113627,225.0,3.099067012218827,2418.875,3.025992784192101,1074.5,760.1335181070406,6.9711747002981035,Cc1cc(C)c(NN=C2C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)cc1C.[Na+].[Na+],2.0,1.0
PALONIDIPINE.HCl,96515-74-1,pal,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F.[Cl-].[H+],0.0,0.0
PATULIN,149-29-1,pat,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=C1C=C2C(=CCOC2O)O1,0.0,0.0
PHENAZONE,60-80-0,paz,r,3.089905111439398,1230.0,17.114462831673944,5e+30,17.20327009021698,5e+30,3242.671335667834,13.447982835944545,Cc1cc(=O)n(-c2ccccc2)n1C,1.0,0.0
AROCLOR 1254,11097-69-1,pb1,m,0.45024910831936105,2.82,5.66313750954653,1.5e+30,1.3117073522046927,20.5,10.872116786628508,2.8948262551118784,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,3.0,1.0
AROCLOR 1242,11104-29-3,pb2,r,0.9434945159061026,8.78,5.277159657537267,1.25e+30,1.7240979973205337,74.55,24.5413230211184,3.8002946652439973,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,3.0,1.0
AROCLOR 1016,12674-11-2,pb3,r,1.7315887651867388,53.9,8.044372225494396,2e+30,2.776701183988411,598.0,130.76916996064426,6.1603544817655065,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,2.0,1.0
KANECHLOR 400,12737-87-0,pb4,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,0.0,0.0
"PHENOBARBITAL, SODIUM",57-30-7,pbb,r,0.9253120914996495,8.42,16.32936094162118,4.920634920634919e+30,3.940516484932567,8720.0,108.23054772887069,8.262397638395907,CCC1(c2ccccc2)C(=O)[N-]C(=O)NC1=O.[Na+],2.0,0.0
PRANLUKAST HYDRATE,150821-03-7,pbh,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O.O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1.O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.0,0.0
PHENOBARBITAL,50-06-6,pbl,r,0.6211762817750351,4.18,15.192811732124898,4.6153846153846137e+30,2.498658236106992,315.5,35.72309066282827,5.951563552838029,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,2.0,1.0
POLYBROMINATED BIPHENYLS,59536-65-1,pbp,r,0.7715874808812554,5.91,15.885793740440628,5e+30,15.885793740440628,5e+30,11.82,3.7640101186337573,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,3.0,1.0
PHENYLBUTAZONE,50-33-9,pbt,r,2.0827853703164503,121.0,14.556116157720252,4.1666666666666656e+30,3.1315575380906706,1370.0,784.0000730132252,10.242776629026574,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.0,0.0
PROTOCATECHUIC ACID,99-50-3,pca,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,O=C(O)c1ccc(O)c(O)c1,0.0,0.0
"2,3,4,5,6-PENTACHLOROPHENOL (Dowicide EC-7)",87-86-5,pch,m,0.9982593384236987,9.96,9.195582148490633,2.539682539682539e+30,1.9350031514536548,86.1,45.583377638381364,4.978953709563432,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.0,1.0
"PICLORAM, TECHNICAL GRADE",1918-02-1,pcm,r,3.12057393120585,1320.0,16.414645360796705,4.6666666666666654e+30,4.303196057420489,20100.0,5546.1617168619505,14.117113318092786,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.0,0.0
m-PHENYLENEDIAMINE,108-45-2,pda,m,2.9618954736678504,916.0,24.049757265088576,7.499999999999999e+30,31.0,1e+31,5486.955567745475,22.40618380537795,Nc1cccc(N)c1,0.0,0.0
"2-PHENYL-1,3-PROPANEDIOL DICARBAMATE",25451-15-4,pdc,m,2.9703468762300935,934.0,17.322063862574158,4.999999999999999e+30,17.50851666964939,5e+30,5208.841181591471,14.809320878558163,NC(=O)OCC(COC(N)=O)c1ccccc1,1.0,0.0
"p,p'-DDD",72-54-8,pdd,m,1.3961993470957363,24.9,9.067921020323888,2.4137931034482752e+30,2.0644579892269186,116.0,93.62778856601724,5.853726047356025,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.0,1.0
"p,p'-DDE",72-55-9,pde,h,0.8739015978644614,7.48,10.693461054785528,3.076923076923076e+30,2.112383037023955,130.0,29.12022456751508,4.725270402861987,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.0,1.0
PREDNISOLONE,50-24-8,pdn,r,0.1846914308175988,1.53,6.525925429387792,2e+30,0.3344537511509309,2.16,2.8109825090911507,1.4811855554710487,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,4.0,1.0
PILDRALAZINE.2HCl,56393-22-7,pdz,m,2.61066016308988,408.0,18.896708438457065,5.714285714285714e+30,31.0,1e+31,1267.277825723378,13.22018312935462,CC(O)CN(C)c1ccc(NN)nn1.[Cl-].[Cl-].[H+].[H+],1.0,0.0
"PROPYL N-ETHYL-N-BUTYLTHIOCARBAMATE, COMMERCIAL GRADE (78%)",1114-71-2,pec,m,2.0530784434834195,113.0,21.434975628430763,6.666666666666665e+30,31.0,1e+31,567.5060328345108,13.819637655697704,CCCCN(CC)C(=O)SCCC,1.0,0.0
PERHEXILINE MALEATE,6724-53-4,per,r,31.0,1e+31,31.0,1e+31,31.0,1e+31,1e+31,71.38013788281542,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)C=CC(=O)O,0.0,0.0
PETASITENINE,60102-37-6,pet,r,-0.17914201056030005,0.662,0.2573968504707806,2.2953333333333332,0.18184358794477254,1.52,1.449356502178074,0.9073847471626131,CC1CC2(OC2C)C(=O)OC2CCN(C)CC=C(COC(=O)C1(C)O)C2=O,4.0,1.0
N-N'-PROPYL-N-FORMYLHYDRAZINE,77337-54-3,pfz,m,0.9415114326344031,8.74,5.52803429181653,1.25e+30,2.105767169707839,145.35,30.050281661965315,4.2666265957990746,CCCN(N)C=O,3.0,1.0
PHENYLGLYCIDYL ETHER,122-60-1,pge,r,1.4638929889859074,29.1,1.7095497632639245,59.650000000000006,1.7095497632639245,59.650000000000006,44.00368818105616,3.881188157250124,c1ccc(OCC2CO2)cc1,3.0,1.0
PHENACETIN,62-44-2,phc,m,2.8000293592441343,631.0,7.649365047861375,1.4285714285714283e+30,3.857507099054163,7210.0,3448.7468887604427,9.693567672656293,CCOc1ccc(NC(C)=O)cc1,1.0,0.0
